key1 key2 current-time capacity load life-time deleted?
 5 4 0 1 0 -1 0 
 17 4 0 1 1 0.32911452373156913 0 
 19 17 0 1 0 -1 0 
 16 9 0 1 0 -1 0 
 7 18 0 1 0 -1 0 
 4 15 0 1 0 -1 0 
 12 10 0 1 0 -1 0 
 8 3 0 1 1 3.3060986145946276 0 
 16 2 0 1 0 -1 0 
 14 20 0 1 2 0.7333761000017754 0 
 10 1 0 1 2 0.7812926242417001 0 
 20 11 0 1 0 -1 0 
 8 20 0 1 0 -1 0 
 4 6 0 1 0 -1 0 
 15 9 0 1 0 -1 0 
 5 2 0 1 0 -1 0 
 5 7 0 1 0 -1 0 
 19 18 0 1 1 2.7216901273570433 0 
 19 7 0 1 0 -1 0 
 14 4 0 1 0 -1 0 
 20 1 0 1 0 -1 0 
 19 11 0 1 0 -1 0 
 17 2 0 1 0 -1 0 
 8 17 0 1 1 1.9262367706098749 0 
 15 6 0 1 0 -1 0 
 14 16 0 1 0 -1 0 
 13 9 0 1 0 -1 0 
 1 11 0 1 0 -1 0 
 17 11 0 1 0 -1 0 
 12 13 0 1 1 1.2999675146698244 0 
 17 1 0 1 1 0.24098165515127246 0 
 3 7 0 1 0 -1 0 
 4 18 0 1 1 0.2808725159888825 0 
 4 7 0 1 1 0.1746784095454215 0 
 10 6 0 1 0 -1 0 
 16 1 0 1 0 -1 0 
 1 18 0 1 2 0.170236674500422 0 
 14 12 0 1 0 -1 0 
 8 2 0 1 1 3.3264449605305617 0 
 10 11 0 1 0 -1 0 
 14 13 0 1 0 -1 0 
 4 3 0 1 0 -1 0 
 8 19 0 1 1 0.34393185994164216 0 
 15 18 0 1 0 -1 0 
 12 1 0 1 0 -1 0 
 16 6 0 1 0 -1 0 
 14 10 0 1 0 -1 0 
 15 1 0 1 1 0.5960044986717276 0 
 16 13 0 1 0 -1 0 
 12 4 0 1 0 -1 0 
 1 18 0.170236674500422 1 2 0 1 
 14 20 0.170236674500422 1 2 0.026886289282809728 0 
 19 18 0.170236674500422 1 2 1.1927816209290472 0 
 15 18 0.170236674500422 1 0 -1 0 
 1 11 0.170236674500422 1 0 -1 0 
 8 2 0.170236674500422 1 0 -1 0 
 14 12 0.170236674500422 1 0 -1 0 
 4 6 0.170236674500422 1 0 -1 0 
 19 7 0.170236674500422 1 0 -1 0 
 10 11 0.170236674500422 1 0 -1 0 
 15 6 0.170236674500422 1 0 -1 0 
 12 1 0.170236674500422 1 0 -1 0 
 19 11 0.170236674500422 1 0 -1 0 
 10 1 0.170236674500422 1 2 0.03545738688214938 0 
 8 17 0.170236674500422 1 0 -1 0 
 8 19 0.170236674500422 1 0 -1 0 
 15 9 0.170236674500422 1 0 -1 0 
 12 13 0.170236674500422 1 0 -1 0 
 14 4 0.170236674500422 1 2 0.18429728936036177 0 
 16 2 0.170236674500422 1 1 0.4068141296486046 0 
 5 4 0.170236674500422 1 0 -1 0 
 17 1 0.170236674500422 1 2 0.04419529643978734 0 
 3 7 0.170236674500422 1 0 -1 0 
 5 7 0.170236674500422 1 0 -1 0 
 4 15 0.170236674500422 1 1 1.1117995787450734 0 
 13 9 0.170236674500422 1 0 -1 0 
 16 6 0.170236674500422 1 0 -1 0 
 20 11 0.170236674500422 1 0 -1 0 
 14 10 0.170236674500422 1 0 -1 0 
 10 6 0.170236674500422 1 0 -1 0 
 17 11 0.170236674500422 1 0 -1 0 
 14 13 0.170236674500422 1 0 -1 0 
 4 18 0.170236674500422 1 0 -1 0 
 8 3 0.170236674500422 1 0 -1 0 
 12 4 0.170236674500422 1 1 0.7215203079659622 0 
 17 4 0.170236674500422 1 1 1.1797485403130528 0 
 15 1 0.170236674500422 1 0 -1 0 
 12 10 0.170236674500422 1 0 -1 0 
 5 2 0.170236674500422 1 0 -1 0 
 7 18 0.170236674500422 1 0 -1 0 
 16 13 0.170236674500422 1 1 0.2642293904318795 0 
 16 1 0.170236674500422 1 0 -1 0 
 19 17 0.170236674500422 1 0 -1 0 
 17 2 0.170236674500422 1 0 -1 0 
 20 1 0.170236674500422 1 0 -1 0 
 16 9 0.170236674500422 1 0 -1 0 
 4 7 0.170236674500422 1 1 0.4660120929421076 0 
 14 16 0.170236674500422 1 0 -1 0 
 8 20 0.170236674500422 1 0 -1 0 
 4 3 0.170236674500422 1 1 1.9663135878359965 0 
 14 20 0.1971229637832317 1 2 0 1 
 19 17 0.1971229637832317 1 1 0.40722793647585465 0 
 10 11 0.1971229637832317 1 3 0.042719251500043944 0 
 15 9 0.1971229637832317 1 0 -1 0 
 8 2 0.1971229637832317 1 0 -1 0 
 14 4 0.1971229637832317 1 1 2.487420015288239 0 
 4 6 0.1971229637832317 1 0 -1 0 
 15 6 0.1971229637832317 1 0 -1 0 
 5 4 0.1971229637832317 1 0 -1 0 
 12 13 0.1971229637832317 1 1 1.232091469761915 0 
 8 19 0.1971229637832317 1 0 -1 0 
 8 20 0.1971229637832317 1 1 1.0605238291704773 0 
 12 10 0.1971229637832317 1 0 -1 0 
 17 4 0.1971229637832317 1 0 -1 0 
 20 11 0.1971229637832317 1 1 0.5863283170878699 0 
 16 2 0.1971229637832317 1 0 -1 0 
 19 18 0.1971229637832317 1 1 1.0370111990991489 0 
 16 13 0.1971229637832317 1 0 -1 0 
 16 9 0.1971229637832317 1 0 -1 0 
 10 6 0.1971229637832317 1 0 -1 0 
 16 1 0.1971229637832317 1 0 -1 0 
 12 4 0.1971229637832317 1 0 -1 0 
 4 18 0.1971229637832317 1 0 -1 0 
 14 13 0.1971229637832317 1 0 -1 0 
 4 3 0.1971229637832317 1 1 0.12004559408674959 0 
 13 9 0.1971229637832317 1 0 -1 0 
 5 7 0.1971229637832317 1 0 -1 0 
 17 1 0.1971229637832317 1 0 -1 0 
 14 16 0.1971229637832317 1 0 -1 0 
 17 11 0.1971229637832317 1 2 0.39709402366090163 0 
 14 10 0.1971229637832317 1 1 0.9227919633382806 0 
 8 17 0.1971229637832317 1 1 0.40119058019428727 0 
 17 2 0.1971229637832317 1 1 2.4078056166913657 0 
 12 1 0.1971229637832317 1 0 -1 0 
 14 12 0.1971229637832317 1 0 -1 0 
 3 7 0.1971229637832317 1 0 -1 0 
 15 18 0.1971229637832317 1 1 0.31047976615612 0 
 4 7 0.1971229637832317 1 1 0.18837804386710236 0 
 8 3 0.1971229637832317 1 0 -1 0 
 20 1 0.1971229637832317 1 0 -1 0 
 5 2 0.1971229637832317 1 0 -1 0 
 4 15 0.1971229637832317 1 0 -1 0 
 16 6 0.1971229637832317 1 0 -1 0 
 7 18 0.1971229637832317 1 0 -1 0 
 19 7 0.1971229637832317 1 0 -1 0 
 1 11 0.1971229637832317 1 0 -1 0 
 19 11 0.1971229637832317 1 2 6.728524885109996E-4 0 
 15 1 0.1971229637832317 1 0 -1 0 
 10 1 0.1971229637832317 1 0 -1 0 
 19 11 0.19779581627174272 1 2 0 1 
 15 1 0.19779581627174272 1 0 -1 0 
 7 18 0.19779581627174272 1 0 -1 0 
 16 6 0.19779581627174272 1 0 -1 0 
 14 12 0.19779581627174272 1 2 0.06214112415565385 0 
 13 9 0.19779581627174272 1 0 -1 0 
 19 18 0.19779581627174272 1 1 0.14513968259410445 0 
 8 19 0.19779581627174272 1 0 -1 0 
 20 1 0.19779581627174272 1 2 0.06772754281171622 0 
 20 11 0.19779581627174272 1 0 -1 0 
 12 13 0.19779581627174272 1 0 -1 0 
 4 15 0.19779581627174272 1 1 0.39098311222721277 0 
 17 2 0.19779581627174272 1 0 -1 0 
 1 11 0.19779581627174272 1 0 -1 0 
 15 18 0.19779581627174272 1 1 1.450626596305978 0 
 16 9 0.19779581627174272 1 0 -1 0 
 14 13 0.19779581627174272 1 0 -1 0 
 12 4 0.19779581627174272 1 1 0.2675892349961597 0 
 4 7 0.19779581627174272 1 1 0.7921222588457288 0 
 8 20 0.19779581627174272 1 0 -1 0 
 17 1 0.19779581627174272 1 2 0.0478789889517135 0 
 5 4 0.19779581627174272 1 0 -1 0 
 3 7 0.19779581627174272 1 0 -1 0 
 14 4 0.19779581627174272 1 0 -1 0 
 16 2 0.19779581627174272 1 0 -1 0 
 19 7 0.19779581627174272 1 0 -1 0 
 8 3 0.19779581627174272 1 1 0.03868111883901102 0 
 5 7 0.19779581627174272 1 0 -1 0 
 17 4 0.19779581627174272 1 2 0.04803071371993511 0 
 17 11 0.19779581627174272 1 0 -1 0 
 16 1 0.19779581627174272 1 1 1.6405318361482193 0 
 15 9 0.19779581627174272 1 0 -1 0 
 8 2 0.19779581627174272 1 1 0.14763802625703645 0 
 5 2 0.19779581627174272 1 0 -1 0 
 10 11 0.19779581627174272 1 0 -1 0 
 10 1 0.19779581627174272 1 1 1.1148552528106053 0 
 10 6 0.19779581627174272 1 1 0.029401909126801812 0 
 14 10 0.19779581627174272 1 0 -1 0 
 19 17 0.19779581627174272 1 1 0.1894099886966745 0 
 8 17 0.19779581627174272 1 0 -1 0 
 15 6 0.19779581627174272 1 1 2.868949085949117 0 
 12 10 0.19779581627174272 1 0 -1 0 
 14 16 0.19779581627174272 1 0 -1 0 
 4 18 0.19779581627174272 1 0 -1 0 
 4 3 0.19779581627174272 1 0 -1 0 
 12 1 0.19779581627174272 1 2 0.7108417222730296 0 
 4 6 0.19779581627174272 1 0 -1 0 
 16 13 0.19779581627174272 1 1 0.5388687632305008 0 
 10 6 0.22719772539854455 1 1 0 1 
 17 2 0.22719772539854455 1 0 -1 0 
 4 7 0.22719772539854455 1 0 -1 0 
 14 10 0.22719772539854455 1 2 1.5667995510962642 0 
 16 6 0.22719772539854455 1 0 -1 0 
 16 1 0.22719772539854455 1 0 -1 0 
 3 7 0.22719772539854455 1 0 -1 0 
 14 16 0.22719772539854455 1 0 -1 0 
 4 18 0.22719772539854455 1 0 -1 0 
 17 4 0.22719772539854455 1 0 -1 0 
 17 1 0.22719772539854455 1 0 -1 0 
 19 18 0.22719772539854455 1 1 1.3251044449074951 0 
 12 10 0.22719772539854455 1 0 -1 0 
 20 11 0.22719772539854455 1 0 -1 0 
 4 15 0.22719772539854455 1 1 0.9209827710565868 0 
 12 13 0.22719772539854455 1 0 -1 0 
 10 1 0.22719772539854455 1 0 -1 0 
 8 2 0.22719772539854455 1 0 -1 0 
 19 7 0.22719772539854455 1 0 -1 0 
 14 12 0.22719772539854455 1 0 -1 0 
 14 13 0.22719772539854455 1 0 -1 0 
 8 19 0.22719772539854455 1 1 0.8365060003622724 0 
 16 9 0.22719772539854455 1 0 -1 0 
 15 9 0.22719772539854455 1 0 -1 0 
 15 1 0.22719772539854455 1 0 -1 0 
 12 1 0.22719772539854455 1 0 -1 0 
 5 4 0.22719772539854455 1 0 -1 0 
 14 4 0.22719772539854455 1 0 -1 0 
 8 3 0.22719772539854455 1 0 -1 0 
 7 18 0.22719772539854455 1 1 0.5519765185523129 0 
 5 2 0.22719772539854455 1 0 -1 0 
 8 17 0.22719772539854455 1 1 0.047913104979303345 0 
 16 2 0.22719772539854455 1 1 1.0798588562722649 0 
 4 6 0.22719772539854455 1 0 -1 0 
 8 20 0.22719772539854455 1 2 0.056944481947193294 0 
 16 13 0.22719772539854455 1 1 0.883141408948341 0 
 5 7 0.22719772539854455 1 0 -1 0 
 4 3 0.22719772539854455 1 1 2.095879832735062 0 
 15 18 0.22719772539854455 1 0 -1 0 
 19 17 0.22719772539854455 1 2 0.5735035189522095 0 
 13 9 0.22719772539854455 1 0 -1 0 
 12 4 0.22719772539854455 1 1 0.24624262039009212 0 
 17 11 0.22719772539854455 1 0 -1 0 
 10 11 0.22719772539854455 1 0 -1 0 
 15 6 0.22719772539854455 1 0 -1 0 
 20 1 0.22719772539854455 1 0 -1 0 
 1 11 0.22719772539854455 1 0 -1 0 
 8 17 0.2751108303778479 1 1 0 1 
 19 18 0.2751108303778479 1 1 0.3197554392336589 0 
 10 11 0.2751108303778479 1 1 1.6029547389619567 0 
 15 1 0.2751108303778479 1 1 0.4800880142950822 0 
 15 9 0.2751108303778479 1 0 -1 0 
 14 4 0.2751108303778479 1 2 0.16606401552595568 0 
 12 1 0.2751108303778479 1 0 -1 0 
 8 20 0.2751108303778479 1 0 -1 0 
 12 4 0.2751108303778479 1 2 0.9499181151552316 0 
 8 19 0.2751108303778479 1 1 0.3242183885843934 0 
 8 3 0.2751108303778479 1 0 -1 0 
 17 4 0.2751108303778479 1 0 -1 0 
 15 6 0.2751108303778479 1 0 -1 0 
 14 12 0.2751108303778479 1 0 -1 0 
 17 2 0.2751108303778479 1 0 -1 0 
 16 6 0.2751108303778479 1 0 -1 0 
 5 4 0.2751108303778479 1 0 -1 0 
 12 13 0.2751108303778479 1 1 5.31541222467739 0 
