key1 key2 current-time capacity load life-time deleted?
 39 22 0 1 0 -1 0 
 53 67 0 1 0 -1 0 
 78 80 0 1 0 -1 0 
 69 87 0 1 0 -1 0 
 61 83 0 1 0 -1 0 
 62 20 0 1 2 0.17488567048243997 0 
 15 20 0 1 0 -1 0 
 46 49 0 1 0 -1 0 
 59 20 0 1 0 -1 0 
 3 89 0 1 0 -1 0 
 88 31 0 1 0 -1 0 
 86 41 0 1 0 -1 0 
 70 41 0 1 0 -1 0 
 26 98 0 1 0 -1 0 
 60 22 0 1 0 -1 0 
 32 48 0 1 0 -1 0 
 57 58 0 1 0 -1 0 
 71 39 0 1 0 -1 0 
 84 68 0 1 0 -1 0 
 86 91 0 1 0 -1 0 
 54 83 0 1 0 -1 0 
 83 91 0 1 0 -1 0 
 69 28 0 1 0 -1 0 
 34 31 0 1 0 -1 0 
 35 57 0 1 0 -1 0 
 6 84 0 1 0 -1 0 
 38 82 0 1 0 -1 0 
 45 76 0 1 0 -1 0 
 86 95 0 1 0 -1 0 
 51 49 0 1 0 -1 0 
 33 40 0 1 0 -1 0 
 34 40 0 1 0 -1 0 
 61 67 0 1 0 -1 0 
 65 25 0 1 0 -1 0 
 88 83 0 1 0 -1 0 
 35 81 0 1 0 -1 0 
 56 3 0 1 0 -1 0 
 9 23 0 1 0 -1 0 
 81 80 0 1 0 -1 0 
 96 10 0 1 0 -1 0 
 92 55 0 1 0 -1 0 
 42 94 0 1 0 -1 0 
 18 72 0 1 0 -1 0 
 71 92 0 1 0 -1 0 
 60 7 0 1 0 -1 0 
 18 4 0 1 0 -1 0 
 24 17 0 1 0 -1 0 
 87 10 0 1 0 -1 0 
 2 43 0 1 0 -1 0 
 79 12 0 1 0 -1 0 
 59 51 0 1 0 -1 0 
 57 75 0 1 0 -1 0 
 19 63 0 1 0 -1 0 
 24 23 0 1 0 -1 0 
 23 75 0 1 0 -1 0 
 37 72 0 1 0 -1 0 
 54 57 0 1 0 -1 0 
 51 1 0 1 0 -1 0 
 63 3 0 1 0 -1 0 
 45 65 0 1 0 -1 0 
 64 91 0 1 2 0.02236838783098338 0 
 39 13 0 1 0 -1 0 
 86 46 0 1 0 -1 0 
 52 47 0 1 0 -1 0 
 56 34 0 1 0 -1 0 
 54 62 0 1 0 -1 0 
 29 11 0 1 0 -1 0 
 71 77 0 1 0 -1 0 
 39 20 0 1 0 -1 0 
 85 37 0 1 0 -1 0 
 35 17 0 1 0 -1 0 
 37 39 0 1 0 -1 0 
 64 7 0 1 2 0.8259950402959788 0 
 89 93 0 1 0 -1 0 
 2 81 0 1 1 0.6458641178052668 0 
 2 8 0 1 0 -1 0 
 52 72 0 1 0 -1 0 
 74 72 0 1 0 -1 0 
 92 93 0 1 0 -1 0 
 33 48 0 1 0 -1 0 
 63 61 0 1 0 -1 0 
 34 75 0 1 0 -1 0 
 64 82 0 1 0 -1 0 
 57 39 0 1 0 -1 0 
 59 77 0 1 0 -1 0 
 86 48 0 1 0 -1 0 
 43 13 0 1 0 -1 0 
 48 89 0 1 0 -1 0 
 45 61 0 1 0 -1 0 
 29 55 0 1 0 -1 0 
 27 79 0 1 0 -1 0 
 92 31 0 1 0 -1 0 
 69 96 0 1 0 -1 0 
 53 5 0 1 0 -1 0 
 2 44 0 1 0 -1 0 
 11 13 0 1 0 -1 0 
 70 17 0 1 0 -1 0 
 64 85 0 1 0 -1 0 
 11 84 0 1 0 -1 0 
 37 80 0 1 0 -1 0 
 64 25 0 1 0 -1 0 
 19 53 0 1 0 -1 0 
 99 66 0 1 0 -1 0 
 56 61 0 1 0 -1 0 
 57 83 0 1 0 -1 0 
 2 16 0 1 1 0.6444226621880665 0 
 17 68 0 1 0 -1 0 
 15 91 0 1 0 -1 0 
 55 13 0 1 0 -1 0 
 51 8 0 1 0 -1 0 
 60 31 0 1 0 -1 0 
 95 1 0 1 0 -1 0 
 88 61 0 1 0 -1 0 
 32 80 0 1 0 -1 0 
 9 67 0 1 0 -1 0 
 79 67 0 1 1 0.15755829071153252 0 
 72 87 0 1 0 -1 0 
 78 66 0 1 0 -1 0 
 51 9 0 1 0 -1 0 
 51 13 0 1 0 -1 0 
 19 44 0 1 0 -1 0 
 33 20 0 1 2 0.2796420700088201 0 
 74 9 0 1 0 -1 0 
 98 43 0 1 0 -1 0 
 60 85 0 1 0 -1 0 
 25 68 0 1 0 -1 0 
