key1 key2 current-time capacity load life-time deleted?
 39 97 0 1 0 -1 0 
 17 11 0 1 0 -1 0 
 26 98 0 1 0 -1 0 
 28 56 0 1 0 -1 0 
 20 25 0 1 0 -1 0 
 25 2 0 1 0 -1 0 
 96 22 0 1 0 -1 0 
 7 89 0 1 0 -1 0 
 62 11 0 1 0 -1 0 
 79 40 0 1 0 -1 0 
 86 12 0 1 0 -1 0 
 54 71 0 1 0 -1 0 
 84 42 0 1 0 -1 0 
 23 17 0 1 0 -1 0 
 53 61 0 1 0 -1 0 
 21 65 0 1 0 -1 0 
 82 18 0 1 0 -1 0 
 6 66 0 1 0 -1 0 
 89 82 0 1 0 -1 0 
 69 29 0 1 0 -1 0 
 54 78 0 1 0 -1 0 
 83 87 0 1 0 -1 0 
 43 40 0 1 0 -1 0 
 14 12 0 1 2 0.2146898608297595 0 
 62 40 0 1 0 -1 0 
 7 98 0 1 0 -1 0 
 67 16 0 1 0 -1 0 
 89 5 0 1 0 -1 0 
 41 42 0 1 0 -1 0 
 44 69 0 1 0 -1 0 
 31 18 0 1 0 -1 0 
 9 22 0 1 0 -1 0 
 48 72 0 1 0 -1 0 
 16 30 0 1 0 -1 0 
 21 40 0 1 0 -1 0 
 35 60 0 1 0 -1 0 
 46 86 0 1 0 -1 0 
 2 59 0 1 0 -1 0 
 76 53 0 1 0 -1 0 
 70 59 0 1 0 -1 0 
 23 49 0 1 0 -1 0 
 83 43 0 1 0 -1 0 
 51 87 0 1 0 -1 0 
 77 44 0 1 0 -1 0 
 20 41 0 1 1 0.4394002137950962 0 
 62 4 0 1 0 -1 0 
 7 44 0 1 0 -1 0 
 83 16 0 1 0 -1 0 
 62 99 0 1 0 -1 0 
 76 88 0 1 0 -1 0 
 24 42 0 1 0 -1 0 
 9 100 0 1 0 -1 0 
 36 37 0 1 0 -1 0 
 87 11 0 1 0 -1 0 
 88 78 0 1 0 -1 0 
 17 87 0 1 0 -1 0 
 33 51 0 1 0 -1 0 
 83 48 0 1 0 -1 0 
 33 20 0 1 0 -1 0 
 27 86 0 1 0 -1 0 
 8 70 0 1 0 -1 0 
 94 73 0 1 1 1.6966682384144822 0 
 65 42 0 1 0 -1 0 
 89 61 0 1 0 -1 0 
 52 34 0 1 0 -1 0 
 27 67 0 1 0 -1 0 
 14 90 0 1 0 -1 0 
 43 60 0 1 0 -1 0 
 14 65 0 1 0 -1 0 
 56 81 0 1 0 -1 0 
 51 58 0 1 0 -1 0 
 5 12 0 1 0 -1 0 
 83 71 0 1 0 -1 0 
 54 65 0 1 0 -1 0 
 61 75 0 1 0 -1 0 
 47 96 0 1 0 -1 0 
 7 53 0 1 0 -1 0 
 46 64 0 1 0 -1 0 
 82 71 0 1 0 -1 0 
 68 91 0 1 0 -1 0 
 36 53 0 1 0 -1 0 
 51 30 0 1 0 -1 0 
 17 70 0 1 0 -1 0 
 40 91 0 1 2 1.0147075297579367 0 
 27 17 0 1 0 -1 0 
 66 1 0 1 0 -1 0 
 3 19 0 1 0 -1 0 
 83 55 0 1 0 -1 0 
 67 85 0 1 0 -1 0 
 35 47 0 1 0 -1 0 
 33 70 0 1 0 -1 0 
 73 11 0 1 0 -1 0 
 45 12 0 1 0 -1 0 
 33 67 0 1 0 -1 0 
 27 48 0 1 0 -1 0 
 4 95 0 1 2 0.13859771986572234 0 
 10 85 0 1 0 -1 0 
 24 90 0 1 0 -1 0 
 69 12 0 1 2 1.3947691817285912 0 
 27 29 0 1 0 -1 0 
 51 37 0 1 0 -1 0 
 74 29 0 1 0 -1 0 
 10 53 0 1 0 -1 0 
 74 83 0 1 0 -1 0 
 57 24 0 1 0 -1 0 
 6 41 0 1 0 -1 0 
 89 36 0 1 0 -1 0 
 8 95 0 1 0 -1 0 
 61 42 0 1 0 -1 0 
 65 81 0 1 0 -1 0 
 8 41 0 1 0 -1 0 
 77 81 0 1 0 -1 0 
 46 81 0 1 0 -1 0 
 14 64 0 1 0 -1 0 
 26 1 0 1 0 -1 0 
 34 36 0 1 0 -1 0 
 4 11 0 1 0 -1 0 
 27 94 0 1 0 -1 0 
 21 56 0 1 0 -1 0 
 45 55 0 1 0 -1 0 
 15 49 0 1 0 -1 0 
 76 45 0 1 0 -1 0 
 9 80 0 1 0 -1 0 
 56 90 0 1 0 -1 0 
 36 16 0 1 0 -1 0 
 74 66 0 1 0 -1 0 
 52 49 0 1 0 -1 0 
 68 17 0 1 0 -1 0 
 13 1 0 1 0 -1 0 
 13 56 0 1 0 -1 0 
 15 61 0 1 0 -1 0 
 26 12 0 1 0 -1 0 
 68 60 0 1 0 -1 0 
 46 72 0 1 0 -1 0 
 34 87 0 1 0 -1 0 
 64 90 0 1 0 -1 0 
 87 81 0 1 0 -1 0 
 45 91 0 1 0 -1 0 
 26 56 0 1 0 -1 0 
 83 20 0 1 0 -1 0 
 32 95 0 1 0 -1 0 
 79 68 0 1 0 -1 0 
 31 58 0 1 0 -1 0 
 31 71 0 1 2 0.12247275602094447 0 
 47 69 0 1 0 -1 0 
 67 39 0 1 0 -1 0 
 14 70 0 1 0 -1 0 
 64 59 0 1 0 -1 0 
 96 90 0 1 0 -1 0 
 35 55 0 1 0 -1 0 
 50 59 0 1 0 -1 0 
 65 25 0 1 0 -1 0 
